SK_ID_CURR,TARGET
101887,2.1568056658476683e-110
101897,1.3299994772160527e-156
101901,6.7596195864278114e-99
101903,7.792109321864056e-118
101920,1.8349226640797665e-160
101921,1.127925716363439e-103
101922,2.229013380914729e-134
101961,1.5887040342286522e-101
101962,1.3931396391745332e-119
101971,1.1599397698042734e-122
101976,4.51356471014125e-139
102002,1.1347387037371133e-106
102005,3.8696699321851223e-116
102007,4.803182114039663e-120
102017,1.600877172298008e-126
102019,7.792421710542694e-121
102029,6.626681204620302e-109
102051,3.688689812540498e-105
102052,1.4323456034564165e-123
102054,1.540276453049593e-124
102062,6.4281617043122785e-127
102067,6.50047348847941e-172
102068,4.2326805048315855e-106
102070,2.5162183428421036e-131
102090,2.665149083752962e-157
102092,2.710917828331792e-102
102099,7.319958262557572e-126
102100,3.662104636755605e-127
102112,7.004364811480657e-117
102113,1.3613851488314893e-120
102122,5.089306971287031e-137
102123,1.3756697162758926e-137
102125,4.444505046069701e-128
102126,6.652231292425836e-118
102146,7.3101689006456e-121
102147,2.3827843715288173e-129
102151,4.1512849904212757e-100
102158,8.997589721068408e-118
102159,3.546842597622838e-126
102162,4.080647973517698e-101
102165,3.1409831996147555e-113
102166,8.312372316640472e-124
102174,1.0077976910044854e-110
102193,5.655612847743725e-120
102198,7.149241754051267e-144
102205,1.0220061682555617e-104
102206,8.491519544357607e-127
102218,1.692767791881942e-114
102221,7.825163732192866e-115
102230,1.1999345489335648e-120
102238,1.291769063590221e-115
102248,4.819316154177564e-153
102252,6.520333815722031e-104
102259,3.901431572952914e-122
102262,6.177881760628344e-97
102273,3.7763706054523367e-172
102286,2.824482691744642e-127
102293,1.9574716759884477e-121
102294,7.718893887817702e-119
102296,6.697623397197465e-121
102298,3.520930675337913e-139
102303,4.042816330739106e-123
102309,5.153338644042665e-138
102315,4.7048597664898347e-135
102340,6.789207463982285e-118
102342,1.1230051868381004e-151
102344,2.7164967530205797e-156
102346,3.79482584669556e-104
102347,5.9128250893902395e-202
102374,1.682815862006886e-136
102380,6.9363563112144685e-124
102387,3.6606859889978587e-100
102393,1.1431611440445849e-113
102403,4.021164685339196e-110
102413,2.8451507054016402e-129
102414,1.8463680197551435e-100
102415,5.0639770105530074e-110
102416,2.745349409872802e-127
102439,4.922140288151585e-127
102441,2.3305906368853148e-108
102443,6.203917317813925e-107
102444,5.222798151181507e-114
102445,5.2250943916311515e-108
102448,2.0025487603752388e-126
102449,1.4200362957244845e-114
102450,1.2759970657857923e-111
102456,1.1661645977273754e-120
102458,2.4736149858165815e-127
102459,1.1445660722785162e-123
102465,1.002000264754717e-98
102470,1.0057032288618997e-102
102471,2.3491693119711952e-116
102475,1.486361786089324e-115
102476,3.6011762839270675e-115
102506,6.1902365261087805e-114
102509,1.0101742714089772e-130
102519,3.6554791118858683e-134
102522,5.345013267284197e-119
102545,9.031296437818288e-113
102549,5.512969357562766e-111
102562,5.917209843754988e-124
102563,2.8649325841909955e-145
102568,3.4745959953755825e-131
102582,2.2647253447545884e-111
102592,1.2974432181802153e-123
102597,1.8574170873105773e-104
102605,8.281073828825424e-106
102614,3.423711593625384e-126
102617,1.21776122327877e-121
102634,1.345948641790617e-110
102652,8.737906267470948e-123
102655,1.6608901350605577e-120
102671,1.0710362790252997e-141
102694,4.924652243887063e-137
102701,7.592357373707495e-106
102703,1.9284489915714166e-119
102704,4.859546449227019e-133
102713,1.1128498640076936e-137
102720,3.3867357440257044e-134
102731,3.3252740057727e-123
102733,6.2460393813502895e-109
102749,2.862849376511103e-122
102755,9.412546747697467e-133
102763,6.27650755510923e-123
102770,3.4787815163155736e-114
102772,5.082887942251963e-116
102799,1.5786322426054324e-112
102838,2.9267805076400872e-120
102854,2.9725275073945404e-161
102862,7.568055797818074e-127
102863,1.5868647334366968e-120
102867,1.729052824456337e-115
102868,2.9621544546404245e-124
102878,2.006680078116235e-123
102887,1.7225031345969595e-122
102898,1.1483267224387107e-125
102904,3.380955151695586e-129
102912,6.187224365679547e-122
102919,2.7288742997765085e-172
102927,3.6105813242506113e-103
102932,1.5850819510821562e-114
102933,3.555919670238241e-109
102935,2.380777921110732e-181
102958,2.360169234891878e-127
102969,3.5868723238250625e-141
102971,2.5375110032233924e-153
102975,2.7302071626246622e-127
102979,7.823177960207991e-137
102982,1.40817088136344e-112
102987,6.46833329645212e-108
102989,5.966130708775825e-125
102995,7.284850223290068e-141
102996,4.093072092318939e-126
103000,2.337614707669345e-121
103001,1.8701627615294776e-101
103004,2.0376487236513882e-131
103010,2.480211185084907e-97
103025,2.396927152169189e-118
103029,1.271807032525548e-109
103046,1.9628364895409026e-122
103056,2.111411956298063e-141
103062,2.1374203951255335e-124
103078,6.448148430851458e-108
103083,4.196103826518719e-116
103092,3.287633423741163e-138
103096,4.851189704807152e-121
103097,3.926809327435824e-111
103102,7.978638348176516e-114
103112,1.5632824060518485e-133
103132,1.4283272870237717e-150
103144,7.012023327764903e-103
103145,4.741337442110354e-109
103146,5.875085791103727e-127
103147,1.4597663951389662e-119
103158,5.6613857682736495e-123
103171,1.1029915893853798e-113
103173,2.2651531486587703e-118
103184,1.2532375817309034e-110
103195,1.0284648839556217e-117
103196,1.0685273651948925e-104
103206,1.4364733808705855e-128
103230,5.273249431479465e-139
103231,2.2266836111843437e-116
103232,8.126539168275345e-126
103239,6.010909528229683e-131
103240,1.5192225306961745e-121
103243,4.869632548320958e-132
103252,1.0282760363756244e-125
103258,8.859766583125364e-117
103259,6.727194698610822e-103
103279,3.2589544033208076e-120
103280,2.9951127475290826e-129
103286,1.1120527109751591e-120
103287,1.4332066122763588e-138
103290,1.3113923639136992e-116
103298,3.551972078486736e-117
103315,8.389593490368483e-179
103319,6.872223315015957e-115
103334,5.609968489274883e-113
103336,7.0428641714002796e-133
103345,1.5860208681397747e-117
103368,9.719612002915724e-129
103371,6.987367457580384e-129
103377,3.9654117882743643e-113
103398,3.797325609320742e-138
103404,2.1394716739709e-130
103408,5.5704231820511465e-109
103410,2.7093513578908325e-116
103418,3.0746435143531528e-145
103420,7.051038589200342e-111
103432,9.955844347523895e-144
103433,9.66781965163702e-153
103436,2.4472270021843114e-135
103440,5.743640569594672e-116
103453,2.0370346141285094e-129
103459,1.356557955808144e-109
103460,3.827744197260205e-142
103461,2.305101827822033e-148
103462,1.7719065927854865e-128
103473,9.412219427548995e-120
103474,1.05438729018503e-105
103475,3.463606037637698e-133
103478,1.4031712435787933e-129
103480,1.4945319584366564e-127
103484,7.305074872422343e-116
103494,1.626225051804918e-138
103513,1.259149595611507e-106
103515,2.4633481805000222e-120
103516,1.532733822822616e-138
103525,3.4109843361103464e-115
103541,5.419349268132531e-124
103544,3.8523796059025307e-131
103562,4.333038230988037e-121
103570,1.5959270592117443e-124
103572,1.112588221371373e-137
103574,6.408279150342922e-127
103575,1.3735495534090674e-142
103591,1.0636982591053934e-121
103594,2.7790556146157278e-132
103609,1.2938678390814525e-123
103613,1.733413929482249e-134
103614,6.793851597559474e-180
103615,2.226909900525129e-164
103624,1.1110345194568004e-119
103625,2.2970881507756577e-121
103628,2.267174183260061e-141
103629,6.878853326021689e-126
103647,1.3438767405001914e-118
103648,7.154218285288782e-139
103651,1.6299866861193432e-115
103658,1.8219406501548695e-162
103668,1.3467168032488687e-99
103669,3.0924981243051574e-103
103676,3.925416146979545e-129
103682,7.812194867499139e-118
103683,2.0367459172000182e-131
103689,1.3799895630504127e-105
103725,7.786815154379827e-108
103733,4.64249792357199e-124
103744,2.414851982299658e-122
103762,4.071966198939325e-121
103771,8.742408002108762e-155
103773,4.813570615931252e-134
103783,1.8080151013435118e-136
103784,2.2335192522515953e-177
103808,7.347375907236579e-167
103812,1.449186769309686e-152
103813,5.192915223612953e-106
103814,1.0303791754736082e-122
103818,4.217397564583603e-112
103824,1.2224156409448718e-116
103828,4.447828593265157e-165
103830,1.0483340818085367e-128
103840,1.8103030206249689e-121
103842,4.711473442346863e-131
103847,7.546376117693079e-134
103848,6.42489311846211e-113
103851,1.8645613123630298e-115
103854,1.1054513645276759e-103
103857,7.714103645974607e-128
103861,1.2084353650513974e-128
103862,4.298914697515735e-118
103865,1.1092103120626875e-210
103870,9.732872378404447e-121
103876,6.023478917267971e-138
103891,9.582015107765227e-130
103908,3.2353348147808115e-110
103914,1.316592297344051e-166
103918,3.355368037303004e-116
103940,2.8793050964278083e-109
103963,2.8385839624694197e-112
103966,1.1728917392103883e-119
103971,4.037914218769488e-129
103980,6.726679502480546e-100
103984,2.842126466134986e-164
103985,2.3442170406975227e-114
103998,6.6183359358129385e-127
104019,6.201352803769573e-118
104026,5.9176180385116065e-115
104035,1.041328615819272e-130
104044,9.201508205262527e-125
104045,1.1479421419216334e-128
104047,5.3077339645615075e-118
104051,1.2228312577438667e-175
104058,1.5504813183664117e-146
104063,3.8176574829887373e-137
104066,2.218433772536013e-134
104087,1.2259883266682292e-115
104089,4.898157256289327e-130
104095,3.401789835796652e-128
104098,8.592341742584372e-131
104104,2.5753400034749396e-129
104110,1.3323951933379292e-115
104120,3.4079216558538896e-154
104122,2.483968320456373e-110
104131,1.40713841960717e-158
104132,8.991547972311198e-122
104135,2.788491652451588e-173
104136,8.720917905248071e-130
104149,4.7298343222289185e-140
104150,7.11131019751974e-120
104156,6.092591323076479e-113
104165,8.804584542664075e-135
104175,2.0391852649809323e-131
104179,4.108914386579604e-137
104184,1.9709082396054997e-153
104206,1.0456309602704102e-132
104216,7.562266966075712e-142
104230,4.2779444264589285e-114
104257,3.2042565279716416e-127
104272,7.625836189612093e-142
104273,1.646045414408309e-125
104278,8.145502215410975e-143
104294,5.425363249962676e-137
104295,1.905674851255955e-106
104297,6.658811502529977e-112
104298,1.0222888887295387e-108
104308,2.6885563699764245e-127
104318,1.5788295779860832e-129
104319,3.2692715418747184e-134
104320,2.3676129399950372e-114
104327,4.401094478810544e-137
104334,5.933923606059918e-104
104344,2.333378418049965e-142
104350,4.76954060967014e-134
104351,5.755877532500633e-119
104354,1.7955527158427164e-105
104369,3.350246391967733e-120
104376,1.0582255545889569e-136
104381,5.372518139027791e-130
104384,7.712504987922044e-121
104391,2.210806446643283e-150
104394,1.224237999530466e-131
104398,2.5528780906809392e-120
104402,8.311012563056543e-135
104408,7.459503008903559e-152
104409,3.945732285484285e-148
104410,8.393332683842741e-131
104412,7.783049550355298e-185
104417,9.668218869209111e-117
104424,1.9404442735517123e-112
104426,2.5009733344895105e-128
104435,2.6245614918635988e-166
104445,3.855662150630777e-135
104458,2.0736230410806612e-168
104460,1.4982878282977304e-117
104466,9.449830351452603e-113
104472,6.639850380447102e-121
104473,2.2356297584621883e-112
104479,2.1391866527024483e-136
104480,5.6081722570307236e-120
104482,3.9493567440529716e-114
104499,8.261302651127518e-110
104501,1.0644980880406116e-147
104502,1.45716421705791e-134
104506,6.286583943850828e-122
104510,7.636801287451764e-128
104512,4.3918783251479174e-156
104520,3.228576396192923e-122
104528,1.20877499595566e-125
104529,3.072545460115213e-118
104541,4.084116980594034e-142
104578,9.172245261861508e-143
104584,1.4317406659714557e-104
104588,4.2930576515520974e-120
104602,4.807636281843107e-135
104610,6.623451652594215e-153
104611,1.0944720305032531e-108
104618,7.181682864263938e-102
104620,3.191859031318926e-121
104622,4.3485573183050775e-101
104624,7.972242804869301e-162
104625,2.6802023299697496e-120
104634,2.984170511345776e-104
104639,4.921070964622628e-106
104646,2.992389026488366e-120
104647,3.722405054735079e-113
104652,1.3060274608557022e-121
104670,1.4087685514608333e-122
104677,1.6450386957772235e-154
104685,5.266814764279047e-139
104691,2.23057977056114e-114
104696,2.231865650937447e-156
104699,1.3875643860069465e-159
104712,1.613166752642236e-104
104714,5.186182666070621e-115
104717,9.205206486119265e-137
104718,8.801486348629884e-120
104740,1.7089636813600645e-111
104741,4.0224599398158757e-144
104743,1.0686997225187898e-133
104744,2.6865478684951408e-132
104747,1.3265568045451976e-130
104767,2.2338252166129747e-140
104772,1.5697732550144687e-107
104776,6.0436185735856884e-127
104779,4.200616409116328e-120
104814,2.960884966691851e-113
104815,1.909043123874923e-126
104830,1.6851550132993307e-99
104831,1.7426940328817593e-110
104833,9.589441435960162e-120
104839,8.405594233186659e-127
104840,7.288229601699798e-117
104860,2.6828953659414014e-114
104861,4.246454685958445e-166
104866,3.183280626495792e-121
104870,1.4715957782705657e-155
104877,7.270694722057355e-116
104878,7.231454067184178e-141
104879,4.139129482732282e-119
104880,8.107367397488621e-109
104899,1.4119162302469944e-113
104906,2.7232938511777326e-158
104907,7.337478220067721e-117
104913,2.4789984033830102e-135
104916,7.763702917116845e-119
104921,1.579590544117664e-138
104930,1.9322123250424838e-112
104931,6.016445516025956e-133
104936,1.8188766717566283e-128
104937,7.98291207451075e-140
104942,5.306976230302798e-117
104943,2.2968180781859306e-141
104969,4.629924796547415e-131
104972,7.07381552368143e-126
104988,4.926570059718299e-127
105013,1.824896048011873e-145
105015,5.958885897620861e-142
105019,6.353187116027218e-132
105027,2.5491403459627304e-143
105030,3.42970428883876e-118
105035,2.222942562328579e-127
105041,4.1229545589431575e-145
105051,2.9940038439696852e-114
105056,6.578606414712717e-179
105067,5.917898947758819e-127
105071,1.3906953819170263e-115
105072,8.154467829771276e-150
105074,4.330910070785077e-120
105091,8.821819079496497e-121
105101,8.271097639244044e-128
105103,6.120027989891542e-120
105134,1.69727492527106e-123
105139,5.982727046851946e-127
105142,2.351584880615628e-133
105146,2.884715331828508e-116
105163,8.587232780003829e-132
105168,2.0850973245040276e-112
105172,1.222888714299868e-118
105176,1.1223615001595405e-111
105195,1.917774872156002e-117
105196,2.3290792522273024e-123
105197,2.441164025158323e-153
105203,5.023639881265503e-123
105223,8.02732610221577e-118
105227,2.132954856433839e-130
105228,1.596436012856582e-134
105230,4.320354416500425e-150
105231,1.1461302972668532e-108
105239,1.4985684460624173e-110
105242,8.084069326042299e-123
105244,8.791257384360514e-136
105245,3.5791230917147105e-136
105248,1.370053410446795e-138
105249,1.6643585762026002e-123
105266,1.8356852587705133e-132
105271,2.1958624562526705e-108
105276,9.046568842350218e-135
105282,7.12834195724232e-128
105292,3.651211533065592e-109
105297,1.6344423247238667e-131
105332,2.858587958461772e-122
105333,9.704000958675297e-123
105343,3.5152699365838497e-159
105344,8.203994320812408e-138
105345,1.546943747867298e-99
105357,3.833197255755419e-124
105359,1.3767692715692316e-113
105366,3.86225061478641e-138
105367,6.623876299177304e-125
105370,3.88065250207454e-129
105377,1.1706263645487368e-114
105390,1.2388677549857024e-112
105399,3.3099553856984425e-127
105403,8.65344778569226e-141
105404,2.6400988080189492e-111
105414,5.979270640532749e-129
105417,1.2422170001716569e-123
105425,9.26418574813338e-127
105452,8.656140986495127e-133
105454,6.703889853345266e-142
105456,4.0740930752724755e-108
105470,1.632695208884549e-120
105471,4.2665943311865466e-153
105483,5.588768740650392e-109
105493,2.5958447766568157e-124
105508,5.482218437810284e-126
105514,2.8315647428595362e-130
105515,6.448757721299851e-155
105528,2.0476058316216188e-113
105529,3.53401259909554e-156
105531,3.743350721280904e-175
105532,2.5920684756959285e-131
105558,8.176714025680622e-134
105574,3.4210063623650146e-144
105578,4.2870906085022785e-123
105584,3.411206371295721e-125
105595,2.7601388476686494e-123
105617,3.8208025050192544e-142
105618,1.066232046923481e-152
105621,1.8117305706989157e-137
105625,1.0178245525476103e-118
105629,1.5777685210886897e-125
105630,6.670978403982307e-144
105634,2.464247722763217e-123
105635,8.35559141684362e-119
105641,5.103419629975418e-124
105647,2.71787757871238e-116
105648,4.333479996006778e-112
105655,7.62204751896086e-141
105657,5.17379535198726e-152
105672,1.9191653940783387e-125
105678,4.38911556132099e-124
105682,1.259663449936004e-95
105691,1.2290339301467401e-129
105692,5.575451829811979e-130
105706,1.5890019306511239e-173
105712,5.813003616140932e-117
105720,1.1758355045268363e-121
105734,2.2271846792328506e-132
105735,6.290708304344326e-132
105736,4.5443963278769234e-129
105737,1.0739937220129995e-144
105738,9.123283412028122e-119
105740,1.5340962842372427e-115
105744,3.07394039175955e-120
105747,2.0685191431624753e-118
105749,6.535027315337775e-104
105754,4.068062062503056e-146
105758,3.6579576089155984e-109
105760,6.06213116599261e-127
105767,1.3234580019172147e-140
105784,8.429244646050106e-142
105791,7.472964861477729e-130
105802,3.1201363552373196e-111
105807,3.154113129698577e-120
105809,6.713121369977247e-125
105816,3.579381198682012e-142
105817,7.69620820878925e-97
105824,1.9474444799909722e-126
105832,4.86527011565857e-119
105856,2.81986836094532e-109
105865,4.479319278675567e-147
105899,4.550546812085311e-104
105906,1.3400492496098064e-141
105916,5.325802846804182e-117
105923,1.996583693239785e-120
105937,2.144311071315077e-107
105965,3.9272112388193e-137
105966,1.3080124451501996e-112
105968,8.469056453860146e-118
105973,1.901376210838033e-110
105976,3.9611461085331054e-106
105978,4.2628177229432365e-133
105979,1.3522398512426641e-124
105991,1.7181282576231908e-128
105998,6.66019762737677e-141
105999,1.325441587639729e-130
106000,3.53217592561546e-134
106001,6.59205394380768e-136
106010,6.8959474071173285e-118
106011,1.563506807847652e-131
106013,4.1479416225039126e-117
106015,1.2549842844973343e-131
106026,1.2764076783269844e-123
106032,5.981435525489349e-189
106035,2.3691172789395763e-108
106040,8.775540530360634e-126
106041,8.011728941036463e-131
106044,1.7113692955567982e-143
106053,7.450632903805457e-126
106054,7.399258534876064e-127
106065,5.560400682667753e-131
106081,2.49749888102703e-127
106083,5.891050313637533e-126
106087,4.851738114387673e-132
106090,2.8660673004801624e-141
106101,1.7872377331549632e-143
106102,1.0754645989568762e-124
106109,4.66267507529975e-138
106116,5.9908777449624566e-123
106150,3.660061630601961e-167
106155,9.087714267063532e-106
106166,4.4149954895388516e-122
106176,4.817183242103084e-118
106189,4.3502294372388707e-110
106199,9.81517430436723e-126
106205,2.4063533968951025e-120
106206,1.2463197995147868e-105
106211,1.5267206119216716e-133
106214,8.119198759092985e-129
106216,6.019023554758373e-135
106217,2.2685738102590353e-111
106225,3.516545314136724e-108
106249,7.066028108441093e-173
106256,5.256985326462536e-147
106258,7.470825475440901e-153
106261,4.757175680241052e-116
106262,4.592835285802373e-118
106264,1.56328575743059e-125
106271,6.162863568102855e-129
106276,2.000133351611886e-155
106277,5.144590204206778e-116
106286,2.2392819477859823e-107
106293,2.031516315623908e-119
106295,9.904147514997644e-139
106296,1.801545009801244e-120
106297,1.3461897933595004e-125
106298,2.917964533531891e-107
106311,3.672237954818853e-127
106314,4.108010851621549e-125
106320,9.90873296321076e-120
106334,9.651208344495511e-133
106346,1.4601674061541156e-170
106347,1.0341142303311643e-124
106349,1.1614936069625775e-141
106354,7.807017777722747e-127
106360,1.1207921986263663e-129
106373,2.646265586604051e-117
106377,1.5650529269329084e-174
106386,2.4465174027042123e-117
106387,2.0433359582771578e-127
106391,5.614087184309213e-127
106401,7.830183049215844e-107
106411,2.585287607733708e-121
106413,7.939240247049688e-128
106426,1.5622104165135873e-131
106427,1.409868259348973e-131
106428,3.1229766925256234e-134
106434,1.1253385182503716e-117
106438,2.733692064687101e-131
106440,1.6382437099809175e-120
106441,7.043817070778813e-112
106452,7.185452597567432e-125
106453,2.8422393785387957e-104
106454,1.3485590819106912e-107
106457,2.6140955801950085e-110
106484,6.40613055223126e-123
106488,4.566048587508526e-105
106491,3.27577302567631e-154
106514,2.3716692544507874e-122
106527,2.15100405364619e-127
106528,4.894604686446792e-106
106529,1.3427126744766791e-130
106534,4.475198780517547e-125
106550,4.86774622792287e-130
106577,2.500068068966554e-118
106585,1.503688882141183e-117
106590,2.8569486489467214e-155
106607,1.7640848530514674e-156
106610,4.931898781351909e-133
106611,2.078919286295663e-127
106612,3.8894495299654435e-119
106624,4.600789782161574e-146
106631,2.331150935947596e-133
106647,6.358843737884119e-122
106660,1.781531137872212e-136
106674,7.640894887183094e-111
106687,2.4447481718662315e-147
106712,5.369163577588414e-122
